0.000,0.000,0.000
1.000,0.500,0.500
1.585,0.667,0.667
2.000,1.000,1.000
2.322,1.200,1.200
2.585,1.333,1.333
2.807,1.429,1.571
3.000,1.625,1.625
3.170,1.778,1.778
3.322,1.900,1.900
3.459,2.000,2.091
3.585,2.083,2.167
3.700,2.154,2.231
3.807,2.214,2.357
3.907,2.267,2.467
4.000,2.375,2.563
4.087,2.471,2.471
4.170,2.556,2.611
4.248,2.632,2.737
4.322,2.700,2.750
4.392,2.762,2.762
4.459,2.818,2.864
4.524,2.870,3.087
4.585,2.917,3.000
4.644,2.960,3.080
4.700,3.000,3.115
4.755,3.037,3.111
4.807,3.071,3.179
4.858,3.103,3.241
4.907,3.133,3.300
4.954,3.161,3.387
5.000,3.219,3.438
5.044,3.273,3.515
5.087,3.324,3.559
5.129,3.371,3.457
5.170,3.417,3.528
5.209,3.459,3.541
5.248,3.500,3.526
5.285,3.538,3.692
5.322,3.575,3.675
5.358,3.610,3.829
5.392,3.643,4.048
5.426,3.674,3.698
5.459,3.705,3.841
5.492,3.733,3.933
5.524,3.761,3.848
5.555,3.787,3.894
5.585,3.813,3.833
5.615,3.837,3.918
5.644,3.860,3.940
5.672,3.882,3.941
5.700,3.904,3.981
5.728,3.925,4.038
5.755,3.944,4.111
5.781,3.964,4.145
5.807,3.982,4.107
5.833,4.000,4.228
5.858,4.017,4.190
5.883,4.034,4.186
5.907,4.050,4.367
5.931,4.066,4.197
5.954,4.081,4.258
5.977,4.095,4.254
6.000,4.125,4.344
6.022,4.154,4.323
6.044,4.182,4.303
6.066,4.209,4.388
6.087,4.235,4.456
6.109,4.261,4.536
6.129,4.286,4.500
6.150,4.310,4.394
6.170,4.333,4.500
6.190,4.356,4.452
6.209,4.378,4.459
6.229,4.400,4.573
6.248,4.421,4.539
6.267,4.442,4.610
6.285,4.462,4.705
6.304,4.481,4.595
6.322,4.500,4.600
6.340,4.519,4.642
6.358,4.537,4.829
6.375,4.554,4.747
6.392,4.571,4.786
6.409,4.588,4.871
6.426,4.605,4.791
6.443,4.621,4.724
6.459,4.636,4.920
6.476,4.652,4.730
6.492,4.667,4.722
6.508,4.681,4.802
6.524,4.696,4.880
6.539,4.710,4.817
6.555,4.723,5.234
6.570,4.737,4.937
6.585,4.750,4.833
6.600,4.763,5.175
6.615,4.776,4.888
6.629,4.788,5.121
6.644,4.800,5.060
6.658,4.812,5.218
6.672,4.824,5.167
6.687,4.835,4.961
6.700,4.846,4.933
6.714,4.857,4.971
6.728,4.868,5.009
6.741,4.879,4.972
6.755,4.889,5.241
6.768,4.899,5.037
6.781,4.909,5.118
6.794,4.919,5.063
6.807,4.929,5.170
6.820,4.938,5.133
6.833,4.947,5.140
6.845,4.957,5.078
6.858,4.966,5.181
6.870,4.974,5.145
6.883,4.983,5.161
6.895,4.992,5.345
6.907,5.000,5.208
6.919,5.008,5.207
6.931,5.016,5.270
6.943,5.024,5.236
6.954,5.032,5.202
6.966,5.040,5.336
6.977,5.048,5.246
6.989,5.055,5.244
7.000,5.070,5.305
7.011,5.085,5.318
7.022,5.100,5.338
7.033,5.115,5.313
7.044,5.129,5.326
7.055,5.143,5.331
7.066,5.157,5.358
7.077,5.170,5.356
7.087,5.184,5.404
7.098,5.197,5.438
7.109,5.210,5.377
7.119,5.223,5.439
7.129,5.236,5.521
7.140,5.248,5.496
7.150,5.261,5.458
7.160,5.273,5.483
7.170,5.285,5.576
7.180,5.297,5.434
7.190,5.308,5.507
7.200,5.320,5.524
7.209,5.331,5.486
7.219,5.342,5.450
7.229,5.353,5.533
7.238,5.364,5.517
7.248,5.375,5.678
7.257,5.386,5.575
7.267,5.396,5.506
7.276,5.406,5.671
7.285,5.417,5.641
7.295,5.427,5.554
7.304,5.437,5.665
7.313,5.447,5.591
7.322,5.456,5.800
7.331,5.466,5.621
7.340,5.475,5.691
7.349,5.485,5.730
7.358,5.494,5.646
7.366,5.503,5.661
7.375,5.512,5.735
7.384,5.521,5.689
7.392,5.530,5.756
7.401,5.538,5.698
7.409,5.547,5.659
7.418,5.556,5.673
7.426,5.564,5.686
7.435,5.572,5.653
7.443,5.580,5.713
7.451,5.589,5.771
7.459,5.597,5.835
7.468,5.605,5.712
7.476,5.612,5.770
7.484,5.620,5.894
7.492,5.628,5.828
7.500,5.635,5.740
7.508,5.643,5.901
7.516,5.650,5.902
7.524,5.658,5.783
7.531,5.665,5.822
7.539,5.672,5.817
7.547,5.679,5.914
7.555,5.686,5.814
7.562,5.693,5.884
7.570,5.700,5.911
7.577,5.707,5.906
7.585,5.714,5.875
7.592,5.720,5.850
7.600,5.727,5.902
7.607,5.733,5.887
7.615,5.740,5.872
7.622,5.746,6.218
7.629,5.753,5.838
7.637,5.759,5.960
7.644,5.765,5.935
7.651,5.771,5.990
7.658,5.777,5.955
7.665,5.783,6.099
7.672,5.789,6.064
7.679,5.795,5.898
7.687,5.801,5.985
7.693,5.807,6.097
7.700,5.813,6.139
7.707,5.818,6.172
7.714,5.824,5.924
7.721,5.829,6.024
7.728,5.835,6.349
7.735,5.840,6.117
7.741,5.846,6.047
7.748,5.851,6.014
7.755,5.856,6.102
7.762,5.862,6.203
7.768,5.867,6.106
7.775,5.872,6.210
7.781,5.877,6.250
7.788,5.882,6.027
7.794,5.887,6.090
7.801,5.892,6.197
7.807,5.897,6.174
7.814,5.902,6.036
7.820,5.907,6.088
7.827,5.912,6.238
7.833,5.917,6.281
7.839,5.921,6.144
7.845,5.926,6.139
7.852,5.931,6.130
7.858,5.935,6.190
7.864,5.940,6.189
7.870,5.944,6.145
7.877,5.949,6.230
7.883,5.953,6.140
7.889,5.958,6.181
7.895,5.962,6.122
7.901,5.967,6.117
7.907,5.971,6.167
7.913,5.975,6.249
7.919,5.979,6.269
7.925,5.984,6.193
7.931,5.988,6.357
7.937,5.992,6.286
7.943,5.996,6.183
7.948,6.000,6.389
7.954,6.004,6.512
7.960,6.008,6.309
7.966,6.012,6.208
7.972,6.016,6.367
7.977,6.020,6.210
7.983,6.024,6.241
7.989,6.028,6.366
7.994,6.031,6.365
8.000,6.039,6.367
8.006,6.047,6.292
8.011,6.054,6.209
8.017,6.062,6.355
8.022,6.069,6.308
8.028,6.077,6.345
8.033,6.084,6.271
8.039,6.091,6.589
8.044,6.098,6.356
8.050,6.106,6.366
8.055,6.113,6.320
8.061,6.120,6.375
8.066,6.127,6.332
8.071,6.134,6.353
8.077,6.141,6.374
8.082,6.148,6.406
8.087,6.154,6.327
8.093,6.161,6.381
8.098,6.168,6.325
8.103,6.175,6.356
8.109,6.181,6.366
8.114,6.188,6.379
8.119,6.194,6.374
8.124,6.201,6.405
8.129,6.207,6.539
8.134,6.214,6.448
8.140,6.220,6.429
8.145,6.226,6.420
8.150,6.232,6.437
8.155,6.239,6.435
8.160,6.245,6.420
8.165,6.251,6.477
8.170,6.257,6.438
8.175,6.263,6.457
8.180,6.269,6.514
8.185,6.275,6.491
8.190,6.281,6.483
8.195,6.287,6.573
8.200,6.293,6.537
8.205,6.298,6.508
8.209,6.304,6.622
8.214,6.310,6.542
8.219,6.315,6.554
8.224,6.321,6.579
8.229,6.327,6.560
8.234,6.332,6.542
8.238,6.338,6.540
8.243,6.343,6.475
8.248,6.349,6.566
8.253,6.354,6.561
8.257,6.359,6.575
8.262,6.365,6.577
8.267,6.370,6.614
8.271,6.375,6.573
8.276,6.381,6.594
8.281,6.386,6.569
8.285,6.391,6.651
8.290,6.396,6.569
8.295,6.401,6.589
8.299,6.406,6.616
8.304,6.411,6.617
8.308,6.416,6.577
8.313,6.421,6.616
8.317,6.426,6.639
8.322,6.431,6.572
8.326,6.436,6.813
8.331,6.441,6.661
8.335,6.446,6.693
8.340,6.451,6.698
8.344,6.455,6.714
8.349,6.460,6.681
8.353,6.465,6.624
8.358,6.470,6.735
8.362,6.474,6.757
8.366,6.479,6.752
8.371,6.483,6.743
8.375,6.488,6.684
8.379,6.492,6.688
8.384,6.497,6.671
8.388,6.501,6.773
8.392,6.506,6.702
8.397,6.510,6.674
8.401,6.515,6.746
8.405,6.519,6.714
8.409,6.524,6.694
8.414,6.528,6.801
8.418,6.532,6.816
8.422,6.536,6.700
8.426,6.541,6.735
8.430,6.545,6.864
8.435,6.549,6.731
8.439,6.553,6.790
8.443,6.557,6.739
8.447,6.562,6.734
8.451,6.566,6.763
8.455,6.570,6.801
8.459,6.574,6.892
8.464,6.578,6.773
8.468,6.582,6.814
8.472,6.586,6.780
8.476,6.590,6.874
8.480,6.594,6.857
8.484,6.598,6.855
8.488,6.602,6.760
8.492,6.606,6.817
8.496,6.609,6.812
8.500,6.613,6.787
8.504,6.617,6.948
8.508,6.621,6.786
8.512,6.625,6.805
8.516,6.628,6.869
8.520,6.632,6.951
8.524,6.636,6.891
8.527,6.640,6.873
8.531,6.643,6.849
8.535,6.647,6.844
8.539,6.651,6.906
