0.000,7.987,8.310
1.000,7.987,8.248
1.585,7.987,8.342
2.000,7.987,8.429
2.322,7.987,8.430
2.585,7.987,8.445
2.807,7.987,8.453
3.000,7.987,8.311
3.170,7.987,8.399
3.322,7.987,8.442
3.459,7.987,8.340
3.585,7.987,8.366
3.700,7.987,8.378
3.807,7.987,8.370
3.907,7.987,8.342
4.000,7.987,8.532
4.087,7.987,8.581
4.170,7.987,8.315
4.248,7.987,8.306
4.322,7.987,8.403
4.392,7.987,8.307
4.459,7.987,8.320
4.524,7.987,8.305
4.585,7.987,8.284
4.644,7.987,8.628
4.700,7.987,8.302
4.755,7.987,8.291
4.807,7.987,8.474
4.858,7.987,8.302
4.907,7.987,8.316
4.954,7.987,8.241
5.000,7.987,8.391
5.044,7.987,8.425
5.087,7.987,8.304
5.129,7.987,8.238
5.170,7.987,8.400
5.209,7.987,8.384
5.248,7.987,8.577
5.285,7.987,8.320
5.322,7.987,8.367
5.358,7.987,8.295
5.392,7.987,8.245
5.426,7.987,8.457
5.459,7.987,8.455
5.492,7.987,8.500
5.524,7.987,8.398
5.555,7.987,8.342
5.585,7.987,8.321
5.615,7.987,8.305
5.644,7.987,8.364
5.672,7.987,8.528
5.700,7.987,8.228
5.728,7.987,8.346
5.755,7.987,8.384
5.781,7.987,8.403
5.807,7.987,8.357
5.833,7.987,8.298
5.858,7.987,8.269
5.883,7.987,8.363
5.907,7.987,8.464
5.931,7.987,8.395
5.954,7.987,8.465
5.977,7.987,8.527
6.000,7.987,8.474
6.022,7.987,8.282
6.044,7.987,8.402
6.066,7.987,8.317
6.087,7.987,8.496
6.109,7.987,8.349
6.129,7.987,8.275
6.150,7.987,8.343
6.170,7.987,8.382
6.190,7.987,8.388
6.209,7.987,8.414
6.229,7.987,8.437
6.248,7.987,8.262
6.267,7.987,8.349
6.285,7.987,8.405
6.304,7.987,8.465
6.322,7.987,8.465
6.340,7.987,8.352
6.358,7.987,8.280
6.375,7.987,8.315
6.392,7.987,8.586
6.409,7.987,8.453
6.426,7.987,8.401
6.443,7.987,8.287
6.459,7.987,8.341
6.476,7.987,8.398
6.492,7.987,8.440
6.508,7.987,8.473
6.524,7.987,8.242
6.539,7.987,8.480
6.555,7.987,8.581
6.570,7.987,8.471
6.585,7.987,8.305
6.600,7.987,8.358
6.615,7.987,8.368
6.629,7.987,8.378
6.644,7.987,8.445
6.658,7.987,8.392
6.672,7.987,8.396
6.687,7.987,8.399
6.700,7.987,8.500
6.714,7.987,8.524
6.728,7.987,8.377
6.741,7.987,8.344
6.755,7.987,8.462
6.768,7.987,8.313
6.781,7.987,8.323
6.794,7.987,8.435
6.807,7.987,8.410
6.820,7.987,8.310
6.833,7.987,8.329
6.845,7.987,8.307
6.858,7.987,8.346
6.870,7.987,8.453
6.883,7.987,8.394
6.895,7.987,8.425
6.907,7.987,8.385
6.919,7.987,8.381
6.931,7.987,8.415
6.943,7.987,8.271
6.954,7.987,8.428
6.966,7.987,8.347
6.977,7.987,8.318
6.989,7.987,8.459
7.000,7.987,8.381
7.011,7.987,8.369
7.022,7.987,8.256
7.033,7.987,8.354
7.044,7.987,8.312
7.055,7.987,8.246
7.066,7.987,8.437
7.077,7.987,8.353
7.087,7.987,8.347
7.098,7.987,8.277
7.109,7.987,8.392
7.119,7.987,8.310
7.129,7.987,8.423
7.140,7.987,8.328
7.150,7.987,8.356
7.160,7.987,8.324
7.170,7.987,8.379
7.180,7.987,8.311
7.190,7.987,8.419
7.200,7.987,8.429
7.209,7.987,8.305
7.219,7.987,8.335
7.229,7.987,8.519
7.238,7.987,8.464
7.248,7.987,8.501
7.257,7.987,8.401
7.267,7.987,8.450
7.276,7.987,8.483
7.285,7.987,8.490
7.295,7.987,8.486
7.304,7.987,8.442
7.313,7.987,8.362
7.322,7.987,8.501
7.331,7.987,8.319
7.340,7.987,8.433
7.349,7.987,8.464
7.358,7.987,8.397
7.366,7.987,8.308
7.375,7.987,8.392
7.384,7.987,8.411
7.392,7.987,8.323
7.401,7.987,8.350
7.409,7.987,8.356
7.418,7.987,8.407
7.426,7.987,8.446
7.435,7.987,8.412
7.443,7.987,8.504
7.451,7.987,8.374
7.459,7.987,8.366
7.468,7.987,8.355
7.476,7.987,8.539
7.484,7.987,8.319
7.492,7.987,8.328
7.500,7.987,8.448
7.508,7.987,8.395
7.516,7.987,8.265
7.524,7.987,8.376
7.531,7.987,8.360
7.539,7.987,8.324
7.547,7.987,8.333
7.555,7.987,8.481
7.562,7.987,8.301
7.570,7.987,8.327
7.577,7.987,8.413
7.585,7.987,8.417
7.592,7.987,8.300
7.600,7.987,8.521
7.607,7.987,8.353
7.615,7.987,8.466
7.622,7.987,8.309
7.629,7.987,8.401
7.637,7.987,8.360
7.644,7.987,8.317
7.651,7.987,8.390
7.658,7.987,8.357
7.665,7.987,8.307
7.672,7.987,8.468
7.679,7.987,8.412
7.687,7.987,8.270
7.693,7.987,8.358
7.700,7.987,8.438
7.707,7.987,8.412
7.714,7.987,8.438
7.721,7.987,8.204
7.728,7.987,8.282
7.735,7.987,8.393
7.741,7.987,8.351
7.748,7.987,8.302
7.755,7.987,8.467
7.762,7.987,8.379
7.768,7.987,8.476
7.775,7.987,8.341
7.781,7.987,8.447
7.788,7.987,8.338
7.794,7.987,8.310
7.801,7.987,8.476
7.807,7.987,8.324
7.814,7.987,8.293
7.820,7.987,8.374
7.827,7.987,8.542
